date,RBC,platelet,plasma,F_platelet,washed_platelet,apheresis_plasma,etc
2021-07-22,87,46,17,16,0,10,23
2021-07-23,115,80,53,8,0,5,16
2021-07-24,84,76,14,12,0,8,14
2021-07-25,40,31,0,13,0,1,5
2021-07-26,108,70,67,26,1,25,17
2021-07-27,85,57,59,22,0,14,17
2021-07-28,92,66,34,3,0,5,14
2021-07-29,104,63,65,11,0,5,17
2021-07-30,108,61,72,19,3,11,21
2021-07-31,88,67,30,6,0,2,11
2021-08-01,58,46,1,4,0,0,7
2021-08-02,111,66,48,36,0,27,29
2021-08-03,115,66,38,18,6,14,15
2021-08-04,118,89,51,14,3,10,18
2021-08-05,103,79,45,22,0,15,14
2021-08-06,95,65,62,23,0,14,9
2021-08-07,87,57,10,16,0,9,12
2021-08-08,67,51,3,9,0,2,4
2021-08-09,105,55,62,34,0,23,29
2021-08-10,105,73,30,15,0,9,6
2021-08-11,123,84,31,12,0,13,23
2021-08-12,95,75,18,9,0,2,26
2021-08-13,100,78,36,9,0,6,18
2021-08-14,90,76,11,15,0,4,8
2021-08-15,92,76,12,5,0,0,11
2021-08-16,34,16,3,9,0,1,12
2021-08-17,103,55,38,28,0,32,26
2021-08-18,108,68,15,18,0,9,12
2021-08-19,113,80,49,28,0,14,16
2021-08-20,109,67,60,23,0,11,18
2021-08-21,115,81,20,11,0,3,12
2021-08-22,51,40,0,16,0,10,5
2021-08-23,119,69,55,32,1,32,29
2021-08-24,117,84,21,22,0,16,12
2021-08-25,107,80,45,19,0,6,14
2021-08-26,85,53,25,23,0,11,11
2021-08-27,96,71,46,21,0,13,24
2021-08-28,88,66,29,11,0,3,6
2021-08-29,59,47,0,9,0,3,12
2021-08-30,122,61,87,31,0,21,30
2021-08-31,117,85,75,17,0,13,34
2021-09-01,90,64,92,14,0,10,16
2021-09-02,129,73,38,17,0,10,18
2021-09-03,124,87,57,24,0,10,23
2021-09-04,93,65,12,5,0,2,15
2021-09-05,54,36,1,9,0,8,6
2021-09-06,118,57,27,29,0,17,53
2021-09-07,132,95,41,24,0,28,25
2021-09-08,103,59,35,13,0,16,17
2021-09-09,118,83,35,13,0,5,25
2021-09-10,134,90,18,16,0,9,23
2021-09-11,77,63,7,6,0,0,10
2021-09-12,47,38,2,16,0,4,5
2021-09-13,131,70,44,18,0,21,41
2021-09-14,129,86,29,13,0,11,25
2021-09-15,101,84,35,15,0,14,13
2021-09-16,84,63,22,12,0,6,20
2021-09-17,118,83,48,14,0,19,25
2021-09-18,108,95,27,9,0,4,14
2021-09-19,68,49,3,15,0,5,11
2021-09-20,64,51,15,11,0,0,11
2021-09-21,7,1,0,10,0,0,4
2021-09-22,1,0,0,0,0,0,1
2021-09-23,80,52,51,15,0,26,33
2021-09-24,147,101,87,21,0,14,31
2021-09-25,136,100,24,17,0,4,15
2021-09-26,59,48,2,16,0,2,4
2021-09-27,136,79,73,46,1,20,28
2021-09-28,128,81,26,19,0,17,24
2021-09-29,93,70,26,19,0,11,32
2021-09-30,125,97,71,9,0,6,38
2021-10-01,120,71,74,21,0,9,16
2021-10-02,112,88,7,10,0,5,10
2021-10-03,57,51,4,17,0,2,14
2021-10-04,28,20,2,5,0,2,2
2021-10-05,102,58,58,53,0,37,26
2021-10-06,97,78,30,17,0,13,14
2021-10-07,95,69,17,22,0,16,19
2021-10-08,92,61,70,12,0,5,17
2021-10-09,74,49,5,10,0,3,12
2021-10-10,75,55,3,11,0,7,12
2021-10-11,37,30,2,8,0,2,4
2021-10-12,106,71,43,38,0,16,17
2021-10-13,123,84,38,14,0,15,31
2021-10-14,117,82,15,14,0,7,16
2021-10-15,123,105,45,16,0,11,26
2021-10-16,113,90,30,8,0,1,8
2021-10-17,94,60,16,12,0,7,16
2021-10-18,141,85,33,39,0,21,33
2021-10-19,137,91,46,21,1,19,18
2021-10-20,103,77,38,18,0,9,14
2021-10-21,113,77,31,13,0,7,19
2021-10-22,119,81,83,12,0,7,11
2021-10-23,122,98,51,5,0,4,16
2021-10-24,70,61,7,6,0,7,7
2021-10-25,152,95,68,26,0,27,44
2021-10-26,113,87,54,17,0,21,17
2021-10-27,66,50,10,8,0,4,9
2021-10-28,111,73,60,28,0,14,23
2021-10-29,155,129,61,24,0,16,24
2021-10-30,145,106,33,16,0,6,18
2021-10-31,75,62,35,4,0,2,9
2021-11-01,125,73,151,35,0,30,30
2021-11-02,132,95,60,14,0,12,17
2021-11-03,155,96,37,27,0,13,17
2021-11-04,122,90,61,17,0,11,18
2021-11-05,126,89,60,14,0,10,12
2021-11-06,84,48,22,13,0,7,13
2021-11-07,80,50,10,7,0,0,12
2021-11-08,141,89,51,22,0,17,24
2021-11-09,150,119,51,26,0,17,31
