"대한적십자사","서울중앙",남자,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,195481,18294,9.4,16125,8.2,18754,9.6,15027,7.7,16767,8.6,15267,7.8,16762,8.6,15900,8.1,14913,7.6,15447,7.9,16848,8.6,15377,7.9,182916,17764,9.7,15394,8.4,16431,9.0,14027,7.7,15010,8.2,15120,8.3,15038,8.2,14955,8.2,12827,7.0,14326,7.8,16174,8.8,15850,8.7,157832,14962,9.5,13906,8.8,11544,7.3,13182,8.4,14771,9.4,14497,9.2,13067,8.3,12471,7.9,11716,7.4,12679,8.0,12304,7.8,12733,8.1,155322,13058,8.4,11669,7.5,13499,8.7,12568,8.1,13158,8.5,12837,8.3,12108,7.8,12277,7.9,12813,8.2,13159,8.5,13805,8.9,14371,9.3,155262,12521,8.1,10855,7.0,10930,7.0,13119,8.4,13715,8.8,12060,7.8,13062,8.4,11817,7.6,12658,8.2,13986,9.0,14776,9.5,15763,10.2,165697,13280,8.0,12269,7.4,14403,8.7,12522,7.6,13768,8.3,14156,8.5,13978,8.4,13696,8.3,12843,7.8,13851,8.4,15395,9.3,15536,9.4,168352,14846,8.8,12775,7.6,14184,8.4,13066,7.8,14482,8.6,13602,8.1,13650,8.1,13545,8.0,13609,8.1,14379,8.5,15180,9.0,15034,8.9,162116,12843,7.9,13524,8.3,13749,8.5,12624,7.8,13913,8.6,13857,8.5,13607,8.4,13357,8.2,12589,7.8,13071,8.1,14579,9.0,14403,8.9
"대한적십자사","서울중앙",여자,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71096,6515,9.2,5341,7.5,6211,8.7,6189,8.7,6715,9.4,5582,7.9,6319,8.9,5518,7.8,5383,7.6,5508,7.7,6411,9.0,5404,7.6,68119,5799,8.5,4758,7.0,4982,7.3,5046,7.4,7043,10.3,5183,7.6,6456,9.5,6094,8.9,4653,6.8,6267,9.2,6117,9.0,5721,8.4,64192,4869,7.6,5432,8.5,4743,7.4,4527,7.1,6407,10.0,5311,8.3,5843,9.1,5542,8.6,5403,8.4,5188,8.1,5022,7.8,5905,9.2,61162,4798,7.8,4288,7.0,5349,8.7,4820,7.9,5151,8.4,5487,9.0,5150,8.4,5180,8.5,4704,7.7,5316,8.7,5372,8.8,5547,9.1,68355,4216,6.2,4629,6.8,4821,7.1,6670,9.8,6036,8.8,5512,8.1,6072,8.9,5942,8.7,6218,9.1,6534,9.6,6427,9.4,5278,7.7,68768,4487,6.5,5231,7.6,5049,7.3,5834,8.5,5930,8.6,6185,9.0,7376,10.7,6787,9.9,5312,7.7,5108,7.4,5853,8.5,5616,8.2,71112,5344,7.5,5633,7.9,4826,6.8,5776,8.1,6747,9.5,5796,8.2,6241,8.8,5797,8.2,6134,8.6,5756,8.1,6631,9.3,6431,9.0,73917,4410,6.0,5283,7.1,5435,7.4,6266,8.5,7148,9.7,6463,8.7,6667,9.0,6386,8.6,5978,8.1,6332,8.6,6910,9.3,6639,9.0
"대한적십자사","서울서부",계,332287,29504,8.9,24246,7.3,27806,8.4,27163,8.2,30592,9.2,26697,8.0,29102,8.8,29479,8.9,25199,7.6,28766,8.7,28138,8.5,25595,7.7,291236,29223,10.0,23895,8.2,27372,9.4,22931,7.9,26714,9.2,21301,7.3,24924,8.6,20804,7.1,19758,6.8,24207,8.3,24728,8.5,25379,8.7,277348,23689,8.5,21820,7.9,24201,8.7,20490,7.4,27285,9.8,21355,7.7,24686,8.9,23254,8.4,21456,7.7,20437,7.4,24266,8.7,24409,8.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"대한적십자사","서울서부",남자,231660,21505,9.3,16920,7.3,19340,8.3,19158,8.3,20715,8.9,18274,7.9,20449,8.8,20214,8.7,17323,7.5,20680,8.9,18918,8.2,18164,7.8,210930,21893,10.4,17840,8.5,20097,9.5,16837,8.0,18959,9.0,15702,7.4,17811,8.4,15190,7.2,14034,6.7,17405,8.3,16799,8.0,18363,8.7,201838,17932,8.9,16052,8.0,18191,9.0,14363,7.1,19455,9.6,15613,7.7,17567,8.7,16816,8.3,15523,7.7,15389,7.6,17156,8.5,17781,8.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"대한적십자사","서울서부",여자,100627,7999,7.9,7326,7.3,8466,8.4,8005,8.0,9877,9.8,8423,8.4,8653,8.6,9265,9.2,7876,7.8,8086,8.0,9220,9.2,7431,7.4,80306,7330,9.1,6055,7.5,7275,9.1,6094,7.6,7755,9.7,5599,7.0,7113,8.9,5614,7.0,5724,7.1,6802,8.5,7929,9.9,7016,8.7,75510,5757,7.6,5768,7.6,6010,8.0,6127,8.1,7830,10.4,5742,7.6,7119,9.4,6438,8.5,5933,7.9,5048,6.7,7110,9.4,6628,8.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"대한적십자사","서울남부",계,224175,19998,8.9,15688,7.0,18908,8.4,18885,8.4,19532,8.7,18038,8.0,20273,9.0,19604,8.7,17654,7.9,19575,8.7,17915,8.0,18105,8.1,227144,19698,8.7,15979,7.0,19009,8.4,17262,7.6,17829,7.8,16573,7.3,18381,8.1,19775,8.7,17989,7.9,22242,9.8,20498,9.0,21909,9.6,246596,19955,8.1,19717,8.0,21340,8.7,19427,7.9,21368,8.7,18874,7.7,23512,9.5,22183,9.0,19080,7.7,18821,7.6,20579,8.3,21740,8.8,230499,20334,8.8,17261,7.5,21216,9.2,20239,8.8,19471,8.4,18164,7.9,20203,8.8,17416,7.6,17833,7.7,19437,8.4,20476,8.9,18449,8.0,214734,20384,9.5,16486,7.7,18033,8.4,17466,8.1,19845,9.2,16540,7.7,18762,8.7,17106,8.0,15224,7.1,18785,8.7,18454,8.6,17649,8.2,190301,17098,9.0,15223,8.0,16852,8.9,14481,7.6,16737,8.8,16845,8.9,17015,8.9,15429,8.1,14458,7.6,15197,8.0,14626,7.7,16340,8.6,176386,15178,8.6,13390,7.6,15559,8.8,14946,8.5,15692,8.9,14673,8.3,13464,7.6,14666,8.3,13364,7.6,14138,8.0,15249,8.6,16067,9.1,181841,13167,7.2,12484,6.9,13111,7.2,15396,8.5,17100,9.4,14786,8.1,15717,8.6,15905,8.7,15759,8.7,14806,8.1,15720,8.6,17890,9.8,196256,14634,7.5,14033,7.2,16600,8.5,15926,8.1,16579,8.4,16955,8.6,17632,9.0,17127,8.7,15529,7.9,15612,8.0,17136,8.7,18493,9.4,208152,17432,8.4,16683,8.0,15789,7.6,16554,8.0,17924,8.6,17287,8.3,17328,8.3,17131,8.2,16663,8.0,17542,8.4,17859,8.6,19960,9.6,210307,14287,6.8,16225,7.7,17311,8.2,17427,8.3,19006,9.0,18688,8.9,18171,8.6,18263,8.7,16972,8.1,16826,8.0,18259,8.7,18872,9.0
"대한적십자사","서울남부",남자,165554,14817,8.9,11605,7.0,14223,8.6,13981,8.4,14151,8.5,13482,8.1,14935,9.0,14077,8.5,12952,7.8,14519,8.8,13275,8.0,13537,8.2,169319,14816,8.8,12029,7.1,14043,8.3,13063,7.7,13137,7.8,12646,7.5,12997,7.7,14864,8.8,13041,7.7,16404,9.7,15565,9.2,16714,9.9,185180,15541,8.4,14900,8.0,15957,8.6,14802,8.0,15708,8.5,14448,7.8,17413,9.4,16793,9.1,13746,7.4,14004,7.6,15391,8.3,16477,8.9,173905,15630,9.0,13013,7.5,16379,9.4,14968,8.6,14415,8.3,13777,7.9,15424,8.9,12969,7.5,13254,7.6,14622,8.4,15594,9.0,13860,8.0,160320,15551,9.7,12389,7.7,13936,8.7,13246,8.3,14339,8.9,12323,7.7,13670,8.5,12398,7.7,11231,7.0,13756,8.6,14014,8.7,13467,8.4,144323,13434,9.3,11344,7.9,13158,9.1,11352,7.9,12313,8.5,12712,8.8,12770,8.8,11582,8.0,10853,7.5,11591,8.0,11063,7.7,12151,8.4,132869,11473,8.6,10214,7.7,11926,9.0,11402,8.6,11946,9.0,11116,8.4,9706,7.3,10603,8.0,10332,7.8,10639,8.0,11431,8.6,12081,9.1,132872,10087,7.6,9184,6.9,9537,7.2,10818,8.1,12537,9.4,11044,8.3,11572,8.7,10870,8.2,10967,8.3,10736,8.1,11843,8.9,13677,10.3,147219,11298,7.7,10520,7.1,12796,8.7,11764,8.0,12404,8.4,12709,8.6,12598,8.6,12077,8.2,11689,7.9,12225,8.3,13044,8.9,14095,9.6,153161,12826,8.4,11869,7.7,12231,8.0,12116,7.9,13167,8.6,12666,8.3,12792,8.4,12574,8.2,12125,7.9,13184,8.6,13164,8.6,14447,9.4,149438,10638,7.1,11790,7.9,12786,8.6,12337,8.3,13121,8.8,12778,8.6,12982,8.7,12659,8.5,12003,8.0,11927,8.0,12771,8.5,13646,9.1
"대한적십자사","서울남부",여자,58621,5181,8.8,4083,7.0,4685,8.0,4904,8.4,5381,9.2,4556,7.8,5338,9.1,5527,9.4,4702,8.0,5056,8.6,4640,7.9,4568,7.8,57825,4882,8.4,3950,6.8,4966,8.6,4199,7.3,4692,8.1,3927,6.8,5384,9.3,4911,8.5,4948,8.6,5838,10.1,4933,8.5,5195,9.0,61416,4414,7.2,4817,7.8,5383,8.8,4625,7.5,5660,9.2,4426,7.2,6099,9.9,5390,8.8,5334,8.7,4817,7.8,5188,8.4,5263,8.6,56594,4704,8.3,4248,7.5,4837,8.5,5271,9.3,5056,8.9,4387,7.8,4779,8.4,4447,7.9,4579,8.1,4815,8.5,4882,8.6,4589,8.1,54414,4833,8.9,4097,7.5,4097,7.5,4220,7.8,5506,10.1,4217,7.7,5092,9.4,4708,8.7,3993,7.3,5029,9.2,4440,8.2,4182,7.7,45978,3664,8.0,3879,8.4,3694,8.0,3129,6.8,4424,9.6,4133,9.0,4245,9.2,3847,8.4,3605,7.8,3606,7.8,3563,7.7,4189,9.1,43517,3705,8.5,3176,7.3,3633,8.3,3544,8.1,3746,8.6,3557,8.2,3758,8.6,4063,9.3,3032,7.0,3499,8.0,3818,8.8,3986,9.2,48969,3080,6.3,3300,6.7,3574,7.3,4578,9.3,4563,9.3,3742,7.6,4145,8.5,5035,10.3,4792,9.8,4070,8.3,3877,7.9,4213,8.6,49037,3336,6.8,3513,7.2,3804,7.8,4162,8.5,4175,8.5,4246,8.7,5034,10.3,5050,10.3,3840,7.8,3387,6.9,4092,8.3,4398,9.0,54991,4606,8.4,4814,8.8,3558,6.5,4438,8.1,4757,8.7,4621,8.4,4536,8.2,4557,8.3,4538,8.3,4358,7.9,4695,8.5,5513,10.0,60869,3649,6.0,4435,7.3,4525,7.4,5090,8.4,5885,9.7,5910,9.7,5189,8.5,5604,9.2,4969,8.2,4899,8.0,5488,9.0,5226,8.6
"대한적십자사","서울동부",계,298738,26734,8.9,21655,7.2,26314,8.8,22929,7.7,24962,8.4,23668,7.9,26448,8.9,24162,8.1,24913,8.3,27109,9.1,23897,8.0,25947,8.7,273327,27343,10.0,21217,7.8,25242,9.2,21119,7.7,22505,8.2,20614,7.5,22503,8.2,20696,7.6,19111,7.0,23866,8.7,23912,8.7,25199,9.2,279786,22601,8.1,23250,8.3,23713,8.5,21057,7.5,24640,8.8,22106,7.9,26396,9.4,23580,8.4,22008,7.9,21831,7.8,23906,8.5,24698,8.8,279045,25139,9.0,22500,8.1,25353,9.1,21542,7.7,24629,8.8,22300,8.0,23962,8.6,21621,7.7,21509,7.7,22563,8.1,24918,8.9,23009,8.2,259856,24404,9.4,19791,7.6,21493,8.3,19758,7.6,24168,9.3,20649,7.9,22671,8.7,20396,7.8,18848,7.3,22496,8.7,22751,8.8,22431,8.6,231788,20337,8.8,19306,8.3,20318,8.8,19562,8.4,19406,8.4,22138,9.6,18864,8.1,17430,7.5,18038,7.8,17806,7.7,18562,8.0,20021,8.6,230555,19890,8.6,17090,7.4,20359,8.8,19836,8.6,19525,8.5,19592,8.5,18276,7.9,18458,8.0,17852,7.7,18436,8.0,20092,8.7,21149,9.2,238256,18045,7.6,16169,6.8,17972,7.5,20329,8.5,22107,9.3,19048,8.0,19265,8.1,19306,8.1,20659,8.7,20873,8.8,22479,9.4,22004,9.2,255780,19796,7.7,19723,7.7,23576,9.2,20222,7.9,21246,8.3,21110,8.3,21952,8.6,21616,8.5,20510,8.0,20144,7.9,22423,8.8,23462,9.2,255298,20768,8.1,20334,8.0,19859,7.8,20434,8.0,21349,8.4,21593,8.5,21929,8.6,21316,8.3,20733,8.1,21168,8.3,22812,8.9,23003,9.0,250383,18022,7.2,18811,7.5,21659,8.7,19878,7.9,21857,8.7,21658,8.6,22369,8.9,21324,8.5,20543,8.2,20063,8.0,20719,8.3,23480,9.4
"대한적십자사","서울동부",남자,206563,19399,9.4,15365,7.4,18654,9.0,15660,7.6,17505,8.5,15941,7.7,18402,8.9,16515,8.0,17195,8.3,18072,8.7,16102,7.8,17753,8.6,195744,19958,10.2,15426,7.9,17555,9.0,15451,7.9,15443,7.9,14034,7.2,16013,8.2,15307,7.8,14383,7.3,16827,8.6,16818,8.6,18529,9.5,201327,17126,8.5,17691,8.8,18042,9.0,15091,7.5,17139,8.5,15908,7.9,18574,9.2,16707,8.3,15566,7.7,15005,7.5,17036,8.5,17442,8.7,201187,18721,9.3,16973,8.4,19062,9.5,15114,7.5,17434,8.7,15011,7.5,16980,8.4,15801,7.9,15109,7.5,16042,8.0,17910,8.9,17030,8.5,186199,18784,10.1,14982,8.0,16488,8.9,14427,7.7,16334,8.8,13957,7.5,15565,8.4,13758,7.4,13308,7.1,15390,8.3,16704,9.0,16502,8.9,171190,16098,9.4,14466,8.5,16063,9.4,15276,8.9,13675,8.0,16765,9.8,13169,7.7,12270,7.2,13032,7.6,12440,7.3,13324,7.8,14612,8.5,167635,15205,9.1,12795,7.6,15106,9.0,14589,8.7,14066,8.4,14127,8.4,12500,7.5,13198,7.9,13061,7.8,13133,7.8,14736,8.8,15119,9.0,166638,13939,8.4,11351,6.8,12400,7.4,13463,8.1,15502,9.3,13110,7.9,13191,7.9,13248,8.0,13826,8.3,14408,8.6,15940,9.6,16260,9.8,180698,14610,8.1,14050,7.8,17462,9.7,14095,7.8,14758,8.2,14323,7.9,14641,8.1,14707,8.1,14126,7.8,14546,8.0,16387,9.1,16993,9.4,181068,15438,8.5,14361,7.9,15052,8.3,14383,7.9,14605,8.1,14842,8.2,15245,8.4,15256,8.4,14494,8.0,15050,8.3,16373,9.0,15969,8.8,171854,13424,7.8,13849,8.1,15159,8.8,13432,7.8,14266,8.3,14146,8.2,14972,8.7,14635,8.5,13923,8.1,13783,8.0,14143,8.2,16122,9.4
"대한적십자사","서울동부",여자,92175,7335,8.0,6290,6.8,7660,8.3,7269,7.9,7457,8.1,7727,8.4,8046,8.7,7647,8.3,7718,8.4,9037,9.8,7795,8.5,8194,8.9,77583,7385,9.5,5791,7.5,7687,9.9,5668,7.3,7062,9.1,6580,8.5,6490,8.4,5389,6.9,4728,6.1,7039,9.1,7094,9.1,6670,8.6,78459,5475,7.0,5559,7.1,5671,7.2,5966,7.6,7501,9.6,6198,7.9,7822,10.0,6873,8.8,6442,8.2,6826,8.7,6870,8.8,7256,9.2,77858,6418,8.2,5527,7.1,6291,8.1,6428,8.3,7195,9.2,7289,9.4,6982,9.0,5820,7.5,6400,8.2,6521,8.4,7008,9.0,5979,7.7,73657,5620,7.6,4809,6.5,5005,6.8,5331,7.2,7834,10.6,6692,9.1,7106,9.6,6638,9.0,5540,7.5,7106,9.6,6047,8.2,5929,8.0,60598,4239,7.0,4840,8.0,4255,7.0,4286,7.1,5731,9.5,5373,8.9,5695,9.4,5160,8.5,5006,8.3,5366,8.9,5238,8.6,5409,8.9,62920,4685,7.4,4295,6.8,5253,8.3,5247,8.3,5459,8.7,5465,8.7,5776,9.2,5260,8.4,4791,7.6,5303,8.4,5356,8.5,6030,9.6,71618,4106,5.7,4818,6.7,5572,7.8,6866,9.6,6605,9.2,5938,8.3,6074,8.5,6058,8.5,6833,9.5,6465,9.0,6539,9.1,5744,8.0,75082,5186,6.9,5673,7.6,6114,8.1,6127,8.2,6488,8.6,6787,9.0,7311,9.7,6909,9.2,6384,8.5,5598,7.5,6036,8.0,6469,8.6,74230,5330,7.2,5973,8.0,4807,6.5,6051,8.2,6744,9.1,6751,9.1,6684,9.0,6060,8.2,6239,8.4,6118,8.2,6439,8.7,7034,9.5,78529,4598,5.9,4962,6.3,6500,8.3,6446,8.2,7591,9.7,7512,9.6,7397,9.4,6689,8.5,6620,8.4,6280,8.0,6576,8.4,7358,9.4
"대한적십자사","부산",계,238001,19675,8.3,15905,6.7,22116,9.3,19022,8.0,21271,8.9,18197,7.6,21524,9.0,20248,8.5,19120,8.0,21460,9.0,21301,8.9,18162,7.6,204844,18101,8.8,14026,6.8,18838,9.2,17662,8.6,18591,9.1,14900,7.3,17931,8.8,16326,8.0,15355,7.5,17817,8.7,16536,8.1,18761,9.2,215205,14048,6.5,14158,6.6,19782,9.2,18622,8.7,20429,9.5,17015,7.9,20642,9.6,17583,8.2,18991,8.8,16119,7.5,19208,8.9,18608,8.6,223597,15949,7.1,15671,7.0,21675,9.7,17887,8.0,20888,9.3,18776,8.4,19451,8.7,18240,8.2,17877,8.0,17962,8.0,21033,9.4,18188,8.1,213561,17057,8.0,14340,6.7,18615,8.7,18869,8.8,20369,9.5,17475,8.2,18037,8.4,17784,8.3,16299,7.6,17889,8.4,18471,8.6,18356,8.6,197302,13734,7.0,14597,7.4,13713,7.0,13964,7.1,18062,9.2,17318,8.8,18279,9.3,18242,9.2,15982,8.1,17098,8.7,19350,9.8,16963,8.6,194786,15588,8.0,14390,7.4,19000,9.8,15885,8.2,18158,9.3,14836,7.6,16652,8.5,14415,7.4,15153,7.8,15196,7.8,18140,9.3,17373,8.9,204171,13293,6.5,13041,6.4,15123,7.4,17457,8.6,21577,10.6,16655,8.2,17089,8.4,15773,7.7,17947,8.8,18268,8.9,19126,9.4,18822,9.2,205695,13636,6.6,16068,7.8,16924,8.2,16386,8.0,18788,9.1,16189,7.9,17321,8.4,18164,8.8,16622,8.1,16987,8.3,19469,9.5,19141,9.3,211156,15930,7.5,15409,7.3,18185,8.6,17602,8.3,18958,9.0,17106,8.1,17488,8.3,16387,7.8,17815,8.4,17403,8.2,19096,9.0,19777,9.4,209097,14904,7.1,15890,7.6,18177,8.7,17206,8.2,19269,9.2,17338,8.3,17276,8.3,17706,8.5,17599,8.4,16852,8.1,18941,9.1,17939,8.6
"대한적십자사","부산",남자,158533,13066,8.2,10652,6.7,14440,9.1,13249,8.4,14083,8.9,12212,7.7,13982,8.8,13430,8.5,12527,7.9,13840,8.7,14142,8.9,12910,8.1,143066,12679,8.9,9518,6.7,13394,9.4,12484,8.7,12552,8.8,10792,7.5,12564,8.8,11523,8.1,10810,7.6,12229,8.5,11280,7.9,13241,9.3,151757,10006,6.6,9679,6.4,13781,9.1,13547,8.9,14066,9.3,12041,7.9,14978,9.9,12394,8.2,13033,8.6,11147,7.3,13841,9.1,13244,8.7,156593,11443,7.3,11006,7.0,15506,9.9,12521,8.0,14372,9.2,12867,8.2,13724,8.8,12933,8.3,12439,7.9,12585,8.0,14244,9.1,12953,8.3,149783,12041,8.0,10519,7.0,13425,9.0,13083,8.7,14215,9.5,12214,8.2,12673,8.5,12297,8.2,11215,7.5,12350,8.2,12692,8.5,13059,8.7,138067,9810,7.1,10456,7.6,9713,7.0,10277,7.4,12459,9.0,12187,8.8,12803,9.3,12744,9.2,10522,7.6,12298,8.9,12937,9.4,11861,8.6,135511,10936,8.1,9987,7.4,12915,9.5,11072,8.2,12532,9.2,10213,7.5,11246,8.3,10181,7.5,11064,8.2,10813,8.0,12167,9.0,12385,9.1,138212,9370,6.8,8699,6.3,10160,7.4,11238,8.1,14584,10.6,11569,8.4,11682,8.5,10430,7.5,11894,8.6,12397,9.0,13065,9.5,13124,9.5,142395,9622,6.8,10841,7.6,11595,8.1,11410,8.0,12932,9.1,11293,7.9,11901,8.4,11851,8.3,11566,8.1,12180,8.6,13689,9.6,13515,9.5,144333,10830,7.5,10251,7.1,12219,8.5,11714,8.1,13051,9.0,11842,8.2,12199,8.5,11450,7.9,12339,8.5,12158,8.4,13071,9.1,13209,9.2,139174,10053,7.2,10625,7.6,11830,8.5,11581,8.3,12909,9.3,11474,8.2,11359,8.2,11988,8.6,11358,8.2,11203,8.0,12597,9.1,12197,8.8
"대한적십자사","부산",여자,79468,6609,8.3,5253,6.6,7676,9.7,5773,7.3,7188,9.0,5985,7.5,7542,9.5,6818,8.6,6593,8.3,7620,9.6,7159,9.0,5252,6.6,61778,5422,8.8,4508,7.3,5444,8.8,5178,8.4,6039,9.8,4108,6.6,5367,8.7,4803,7.8,4545,7.4,5588,9.0,5256,8.5,5520,8.9,63448,4042,6.4,4479,7.1,6001,9.5,5075,8.0,6363,10.0,4974,7.8,5664,8.9,5189,8.2,5958,9.4,4972,7.8,5367,8.5,5364,8.5,67004,4506,6.7,4665,7.0,6169,9.2,5366,8.0,6516,9.7,5909,8.8,5727,8.5,5307,7.9,5438,8.1,5377,8.0,6789,10.1,5235,7.8,63778,5016,7.9,3821,6.0,5190,8.1,5786,9.1,6154,9.6,5261,8.2,5364,8.4,5487,8.6,5084,8.0,5539,8.7,5779,9.1,5297,8.3,59235,3924,6.6,4141,7.0,4000,6.8,3687,6.2,5603,9.5,5131,8.7,5476,9.2,5498,9.3,5460,9.2,4800,8.1,6413,10.8,5102,8.6,59275,4652,7.8,4403,7.4,6085,10.3,4813,8.1,5626,9.5,4623,7.8,5406,9.1,4234,7.1,4089,6.9,4383,7.4,5973,10.1,4988,8.4,65959,3923,5.9,4342,6.6,4963,7.5,6219,9.4,6993,10.6,5086,7.7,5407,8.2,5343,8.1,6053,9.2,5871,8.9,6061,9.2,5698,8.6,63300,4014,6.3,5227,8.3,5329,8.4,4976,7.9,5856,9.3,4896,7.7,5420,8.6,6313,10.0,5056,8.0,4807,7.6,5780,9.1,5626,8.9,66823,5100,7.6,5158,7.7,5966,8.9,5888,8.8,5907,8.8,5264,7.9,5289,7.9,4937,7.4,5476,8.2,5245,7.8,6025,9.0,6568,9.8,69923,4851,6.9,5265,7.5,6347,9.1,5625,8.0,6360,9.1,5864,8.4,5917,8.5,5718,8.2,6241,8.9,5649,8.1,6344,9.1,5742,8.2
"대한적십자사","대구·경북",계,260227,21740,8.4,18616,7.2,22959,8.8,21872,8.4,23114,8.9,20104,7.7,23384,9.0,20470,7.9,20717,8.0,23802,9.1,23142,8.9,20307,7.8,236895,18967,8.0,16956,7.2,20829,8.8,20312,8.6,20312,8.6,17402,7.3,19446,8.2,19414,8.2,19486,8.2,20511,8.7,21751,9.2,21509,9.1,240774,17099,7.1,17997,7.5,21158,8.8,19006,7.9,23245,9.7,19493,8.1,20529,8.5,20430,8.5,21324,8.9,18072,7.5,20677,8.6,21744,9.0,246155,18898,7.7,16506,6.7,21305,8.7,20156,8.2,22584,9.2,19483,7.9,19644,8.0,20555,8.4,19282,7.8,21678,8.8,24693,10.0,21371,8.7,232481,19477,8.4,16014,6.9,20039,8.6,19916,8.6,21010,9.0,19225,8.3,20463,8.8,19117,8.2,17517,7.5,19240,8.3,20480,8.8,19983,8.6,196373,17335,8.8,13270,6.8,10023,5.1,11465,5.8,16050,8.2,16322,8.3,17115,8.7,19948,10.2,17387,8.9,17976,9.2,19578,10.0,19904,10.1,225330,18370,8.2,16217,7.2,20089,8.9,18494,8.2,19967,8.9,18101,8.0,17907,7.9,16953,7.5,18859,8.4,18434,8.2,21311,9.5,20628,9.2,225154,16335,7.3,15293,6.8,17707,7.9,19145,8.5,21705,9.6,17949,8.0,14711,6.5,19052,8.5,19595,8.7,20574,9.1,22688,10.1,20400,9.1,229715,16650,7.2,17965,7.8,19150,8.3,18804,8.2,21368,9.3,18117,7.9,18735,8.2,19634,8.5,18581,8.1,20363,8.9,20742,9.0,19606,8.5,241369,19206,8.0,17138,7.1,18555,7.7,18623,7.7,21098,8.7,19654,8.1,20374,8.4,20365,8.4,20549,8.5,21005,8.7,23106,9.6,21696,9.0,242054,17906,7.4,18322,7.6,20755,8.6,19962,8.2,23019,9.5,19781,8.2,21571,8.9,20917,8.6,20529,8.5,18470,7.6,19539,8.1,21283,8.8
